# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
155 1540 847 -0.000101975 3.80423e-05 -6.07428e-05
156 1550 846 -9.18767e-05 3.79827e-05 -6.60951e-05
157 1560 845 -8.62325e-05 3.69519e-05 -6.88122e-05
158 1570 844 -7.80782e-05 3.91303e-05 -6.94382e-05
159 1580 843 -6.39315e-05 4.6447e-05 -6.93891e-05
160 1590 842 -4.83886e-05 5.57602e-05 -7.07388e-05
161 1600 841 -3.79657e-05 6.32726e-05 -7.42406e-05
162 1610 840 -3.4329e-05 6.8211e-05 -7.9297e-05
163 1620 839 -3.40843e-05 7.10923e-05 -8.62605e-05
164 1630 838 -3.36082e-05 7.30498e-05 -9.75958e-05
165 1640 837 -3.35378e-05 7.68227e-05 -0.000113959
166 1650 836 -3.65018e-05 8.46617e-05 -0.000129911
167 1660 835 -4.2078e-05 9.48291e-05 -0.000137713
168 1670 834 -4.81969e-05 0.000102618 -0.000135072
169 1680 833 -5.68353e-05 0.000104626 -0.000125798
170 1690 832 -7.23514e-05 0.000101678 -0.000113941
171 1700 831 -9.31292e-05 9.78974e-05 -0.000102375
172 1710 830 -0.000110078 9.63701e-05 -9.49163e-05
173 1720 829 -0.000115718 9.58314e-05 -9.33918e-05
174 1730 828 -0.000112213 9.22931e-05 -9.44015e-05
175 1740 827 -0.000108123 8.45809e-05 -9.38967e-05
176 1750 826 -0.000108607 7.64018e-05 -9.38497e-05
177 1760 825 -0.000111248 7.04525e-05 -0.000100045
178 1770 824 -0.000110291 6.42752e-05 -0.000113228
179 1780 823 -0.000104409 5.64363e-05 -0.000126823
180 1790 822 -9.91018e-05 5.12288e-05 -0.000134143
181 1800 821 -0.000100544 5.19633e-05 -0.000135054
182 1810 820 -0.000107839 5.47942e-05 -0.000134207
183 1820 819 -0.000113388 5.36228e-05 -0.000135208
184 1830 818 -0.000111762 4.69004e-05 -0.000137478
185 1840 817 -0.000105057 3.77786e-05 -0.000136704
186 1850 816 -9.80742e-05 3.05269e-05 -0.000129702
187 1860 815 -9.20751e-05 2.81283e-05 -0.000118097
188 1870 814 -8.6557e-05 3.14669e-05 -0.000105425
189 1880 813 -8.33765e-05 3.85614e-05 -9.22572e-05
190 1890 812 -8.53726e-05 4.51136e-05 -7.68e-05
191 1900 811 -9.18723e-05 4.73627e-05 -5.82461e-05
192 1910 810 -9.81526e-05 4.48752e-05 -3.77163e-05
193 1920 809 -9.91514e-05 4.11727e-05 -1.76649e-05
194 1930 808 -9.43329e-05 4.06755e-05 -9.65987e-07
195 1940 807 -8.8847e-05 4.22023e-05 9.98725e-06
196 1950 806 -8.80247e-05 3.86217e-05 1.41554e-05
197 1960 805 -9.04776e-05 2.6882e-05 1.41121e-05
198 1970 804 -8.97423e-05 1.27275e-05 1.66368e-05
199 1980 803 -8.36612e-05 2.14494e-06 2.71323e-05
200 1990 802 -7.90739e-05 -5.91894e-06 4.46124e-05
12000 200
1 0 1201 0.000666085 0.000696814 0.000818468
2 10 1200 0.000622528 0.000656821 0.000773234
3 20 1199 0.000527855 0.000568717 0.000674592
4 30 1198 0.000443879 0.000487923 0.000586543
5 40 1197 0.000395495 0.000434206 0.000532871
6 50 1196 0.000366552 0.000393642 0.000498903
7 60 1195 0.000335389 0.000351549 0.000466852
8 70 1194 0.000299033 0.000307984 0.000431623
9 80 1193 0.000267432 0.000269254 0.00039518
10 90 1192 0.000246609 0.000236241 0.000359353
11 100 1191 0.000233166 0.000204626 0.000324884
12 110 1190 0.000221599 0.000172917 0.00029338
13 120 1189 0.000210519 0.000144901 0.000267633
14 130 1188 0.000200966 0.000123906 0.000250206
15 140 1187 0.000192819 0.000108122 0.00024036
16 150 1186 0.000185373 9.25922e-05 0.00023272
17 160 1185 0.000180344 7.4662e-05 0.000222069
18 170 1184 0.00018074 5.66246e-05 0.000208187
19 180 1183 0.000186443 4.33609e-05 0.00019266
20 190 1182 0.000193939 3.78139e-05 0.000173776
21 200 1181 0.000199974 3.76351e-05 0.000150403
22 210 1180 0.000204274 3.6208e-05 0.000127461
23 220 1179 0.000207936 2.86342e-05 0.000110701
24 230 1178 0.000209725 1.65611e-05 0.000100155
25 240 1177 0.0002072 5.51438e-06 9.30977e-05
26 250 1176 0.000200053 -1.21451e-06 8.82453e-05
27 260 1175 0.000189844 -4.58199e-06 8.59156e-05
28 270 1174 0.000178275 -7.1207e-06 8.68916e-05
29 280 1173 0.000166486 -9.88083e-06 9.05703e-05
30 290 1172 0.000155686 -1.30759e-05 9.38916e-05
31 300 1171 0.000147542 -1.85313e-05 9.39155e-05
32 310 1170 0.000143465 -2.85141e-05 9.08074e-05
33 320 1169 0.000144067 -4.15061e-05 8.67904e-05
34 330 1168 0.000148473 -5.21832e-05 8.24111e-05
35 340 1167 0.000154415 -5.66738e-05 7.53053e-05
36 350 1166 0.000158495 -5.55151e-05 6.41456e-05
37 360 1165 0.000156589 -5.14545e-05 5.21907e-05
38 370 1164 0.000147767 -4.71097e-05 4.403e-05
39 380 1163 0.000136845 -4.36632e-05 4.10492e-05
40 390 1162 0.000130043 -4.03553e-05 4.18899e-05
41 400 1161 0.000128322 -3.62632e-05 4.36838e-05
42 410 1160 0.000127115 -3.19262e-05 4.31879e-05
43 420 1159 0.000122258 -2.86392e-05 3.84952e-05
44 430 1158 0.000114027 -2.69392e-05 3.00651e-05
45 440 1157 0.000105434 -2.63245e-05 2.0306e-05
46 450 1156 9.77364e-05 -2.52979e-05 1.13209e-05
47 460 1155 8.98279e-05 -2.14752e-05 4.40294e-06
48 470 1154 8.18757e-05 -1.35287e-05 8.96069e-07
49 480 1153 7.62769e-05 -3.23045e-06 -2.6574e-07
50 490 1152 7.40511e-05 5.95333e-06 -3.81273e-06
51 500 1151 7.17423e-05 1.16455e-05 -1.22887e-05
52 510 1150 6.55326e-05 1.31443e-05 -2.05723e-05
53 520 1149 5.67645e-05 1.0822e-05 -2.06861e-05
54 530 1148 4.99713e-05 7.04395e-06 -1.10088e-05
55 540 1147 4.61071e-05 6.25121e-06 2.80647e-06
56 550 1146 4.16277e-05 1.10884e-05 1.49682e-05
57 560 1145 3.44569e-05 1.91485e-05 2.38056e-05
58 570 1144 2.8027e-05 2.46194e-05 3.0044e-05
59 580 1143 2.76853e-05 2.39246e-05 3.50141e-05
60 590 1142 3.4318e-05 1.94105e-05 4.00433e-05
61 600 1141 4.32013e-05 1.65638e-05 4.5072e-05
62 610 1140 4.87657e-05 1.83009e-05 4.80954e-05
63 620 1139 4.995e-05 2.30416e-05 4.72718e-05
64 630 1138 5.02143e-05 2.83886e-05 4.25379e-05
65 640 1137 5.25199e-05 3.45995e-05 3.37232e-05
66 650 1136 5.65982e-05 4.31213e-05 2.00804e-05
67 660 1135 6.08079e-05 5.3205e-05 3.54338e-06
68 670 1134 6.4813e-05 6.10421e-05 -1.06506e-05
69 680 1133 6.99646e-05 6.29739e-05 -1.85339e-05
70 690 1132 7.65774e-05 5.87499e-05 -2.01632e-05
71 700 1131 8.13283e-05 5.08362e-05 -1.7432e-05
72 710 1130 8.00067e-05 4.1854e-05 -1.31691e-05
73 720 1129 7.29435e-05 3.28548e-05 -1.15799e-05
74 730 1128 6.66497e-05 2.38389e-05 -1.35751e-05
75 740 1127 6.72233e-05 1.54754e-05 -1.42745e-05
76 750 1126 7.38528e-05 1.04222e-05 -1.00199e-05
77 760 1125 8.05059e-05 1.20042e-05 -5.25461e-06
78 770 1124 8.26475e-05 1.99467e-05 -7.54095e-06
79 780 1123 8.00171e-05 2.90823e-05 -1.75971e-05
80 790 1122 7.44822e-05 3.4876e-05 -2.82865e-05
81 800 1121 6.7398e-05 3.88687e-05 -3.35126e-05
82 810 1120 5.80671e-05 4.56279e-05 -3.43259e-05
83 820 1119 4.51849e-05 5.54839e-05 -3.47054e-05
84 830 1118 2.98031e-05 6.40955e-05 -3.56282e-05
85 840 1117 1.57334e-05 6.96577e-05 -3.60667e-05
86 850 1116 5.94095e-06 7.6084e-05 -3.64661e-05
87 860 1115 2.98257e-07 8.64932e-05 -3.8067e-05
88 870 1114 -2.24263e-06 9.73542e-05 -4.02529e-05
89 880 1113 -2.00326e-06 0.000102053 -3.97523e-05
90 890 1112 3.4899e-07 9.87655e-05 -3.38842e-05
91 900 1111 2.55105e-06 9.17742e-05 -2.49686e-05
92 910 1110 2.2374e-06 8.58416e-05 -1.88745e-05
93 920 1109 -2.88712e-07 8.19352e-05 -1.86557e-05
94 930 1108 -3.03123e-06 7.76518e-05 -2.192e-05
95 940 1107 -5.15593e-06 7.13701e-05 -2.53529e-05
96 950 1106 -7.56581e-06 6.54608e-05 -2.78701e-05
97 960 1105 -1.12617e-05 6.31e-05 -2.84903e-05
98 970 1104 -1.59203e-05 6.3158e-05 -2.53824e-05
99 980 1103 -2.09885e-05 6.18965e-05 -1.88374e-05
100 990 1102 -2.73973e-05 5.91276e-05 -1.22489e-05
101 1000 1101 -3.68242e-05 5.8948e-05 -8.04535e-06
102 1010 1100 -4.78596e-05 6.34107e-05 -4.53096e-06
103 1020 1099 -5.6049e-05 6.90308e-05 1.64662e-06
104 1030 1098 -5.95933e-05 7.00518e-05 1.03791e-05
105 1040 1097 -6.13955e-05 6.39879e-05 1.80108e-05
106 1050 1096 -6.44886e-05 5.42553e-05 2.25763e-05
107 1060 1095 -6.81692e-05 4.70375e-05 2.71109e-05
108 1070 1094 -7.04161e-05 4.53462e-05 3.62561e-05
109 1080 1093 -7.14017e-05 4.76405e-05 5.01713e-05
110 1090 1092 -7.19622e-05 5.15375e-05 6.25691e-05
111 1100 1091 -7.08044e-05 5.54366e-05 6.50848e-05
112 1110 1090 -6.66242e-05 5.69585e-05 5.55274e-05
113 1120 1089 -6.14306e-05 5.34656e-05 4.08336e-05
114 1130 1088 -5.8453e-05 4.50945e-05 3.02117e-05
115 1140 1087 -5.85559e-05 3.54416e-05 2.63646e-05
116 1150 1086 -5.96404e-05 2.84669e-05 2.55461e-05
117 1160 1085 -5.85289e-05 2.4032e-05 2.44083e-05
118 1170 1084 -5.52391e-05 1.77722e-05 2.29189e-05
119 1180 1083 -5.47622e-05 7.63164e-06 2.10128e-05
120 1190 1082 -6.21226e-05 -2.97999e-06 1.78265e-05
121 1200 1081 -7.63857e-05 -1.02245e-05 1.49417e-05
122 1210 1080 -9.12938e-05 -1.40238e-05 1.5781e-05
123 1220 1079 -0.000101347 -1.64876e-05 2.08325e-05
124 1230 1078 -0.0001065 -1.9419e-05 2.59342e-05
125 1240 1077 -0.000110428 -2.34998e-05 2.70216e-05
126 1250 1076 -0.000114391 -2.76897e-05 2.43339e-05
127 1260 1075 -0.00011444 -2.98975e-05 1.93651e-05
128 1270 1074 -0.000106722 -2.91179e-05 1.21717e-05
129 1280 1073 -9.42569e-05 -2.56996e-05 4.16849e-06
130 1290 1072 -8.36221e-05 -2.00662e-05 -1.63663e-06
131 1300 1071 -7.62224e-05 -1.28006e-05 -5.25099e-06
132 1310 1070 -6.84582e-05 -5.94574e-06 -9.86518e-06
133 1320 1069 -5.96688e-05 -2.94834e-06 -1.67896e-05
134 1330 1068 -5.2991e-05 -6.81437e-06 -2.34911e-05
135 1340 1067 -4.94548e-05 -1.65182e-05 -2.68885e-05
136 1350 1066 -4.70215e-05 -2.53174e-05 -2.67847e-05
137 1360 1065 -4.47121e-05 -2.61196e-05 -2.50868e-05
138 1370 1064 -4.50449e-05 -1.9456e-05 -2.26433e-05
139 1380 1063 -5.03552e-05 -1.35718e-05 -1.84429e-05
140 1390 1062 -5.77054e-05 -1.49695e-05 -1.238e-05
141 1400 1061 -6.23218e-05 -2.12216e-05 -7.13733e-06
142 1410 1060 -6.55313e-05 -2.45881e-05 -5.23479e-06
143 1420 1059 -7.29454e-05 -2.07975e-05 -5.10359e-06
144 1430 1058 -8.53538e-05 -1.25136e-05 -3.57286e-06
145 1440 1057 -9.66575e-05 -5.07536e-06 -1.27755e-06
146 1450 1056 -0.000100544 -1.56274e-06 -2.24637e-06
147 1460 1055 -9.62923e-05 -2.66135e-06 -8.47552e-06
148 1470 1054 -8.88977e-05 -7.54647e-06 -1.77181e-05
149 1480 1053 -8.43668e-05 -1.24983e-05 -2.62037e-05
150 1490 1052 -8.3958e-05 -1.20971e-05 -3.22523e-05
151 1500 1051 -8.35399e-05 -4.37791e-06 -3.72868e-05
152 1510 1050 -7.82671e-05 7.18982e-06 -4.35143e-05
153 1520 1049 -6.68864e-05 1.77732e-05 -5.16997e-05
154 1530 1048 -5.26418e-05 2.53296e-05 -6.05897e-05
155 1540 1047 -4.1172e-05 3.05159e-05 -6.78958e-05
156 1550 1046 -3.51009e-05 3.41396e-05 -7.24929e-05
157 1560 1045 -3.01048e-05 3.74967e-05 -7.42918e-05
158 1570 1044 -1.9518e-05 4.34359e-05 -7.3214e-05
159 1580 1043 -3.19094e-06 5.30765e-05 -7.01435e-05
160 1590 1042 1.214e-05 6.39762e-05 -6.66073e-05
161 1600 1041 2.08184e-05 7.3633e-05 -6.3271e-05
162 1610 1040 2.3185e-05 8.14397e-05 -6.02649e-05
163 1620 1039 2.3467e-05 8.68137e-05 -5.85009e-05
164 1630 1038 2.43511e-05 8.94985e-05 -6.06162e-05
165 1640 1037 2.34578e-05 9.13035e-05 -6.86404e-05
166 1650 1036 1.71169e-05 9.45077e-05 -7.94683e-05
167 1660 1035 6.67962e-06 9.8931e-05 -8.59287e-05
168 1670 1034 -3.4796e-06 0.000102383 -8.41534e-05
169 1680 1033 -1.37139e-05 0.000103089 -7.69492e-05
170 1690 1032 -2.87282e-05 0.000100992 -6.88075e-05
171 1700 1031 -4.88331e-05 9.74952e-05 -6.20404e-05
172 1710 1030 -6.67744e-05 9.43243e-05 -5.78624e-05
173 1720 1029 -7.50588e-05 9.18108e-05 -5.65699e-05
174 1730 1028 -7.43928e-05 8.80891e-05 -5.67265e-05
175 1740 1027 -7.25311e-05 8.18633e-05 -5.71111e-05
176 1750 1026 -7.52727e-05 7.52861e-05 -5.91042e-05
177 1760 1025 -8.10265e-05 7.08964e-05 -6.44036e-05
178 1770 1024 -8.33088e-05 6.77422e-05 -7.08712e-05
179 1780 1023 -7.89188e-05 6.3871e-05 -7.40707e-05
180 1790 1022 -7.2567e-05 5.9891e-05 -7.25892e-05
181 1800 1021 -7.18168e-05 5.71901e-05 -6.97124e-05
182 1810 1020 -7.7855e-05 5.47072e-05 -6.92062e-05
183 1820 1019 -8.40826e-05 5.02297e-05 -7.12727e-05
184 1830 1018 -8.45126e-05 4.34413e-05 -7.3024e-05
185 1840 1017 -8.01738e-05 3.58068e-05 -7.08415e-05
186 1850 1016 -7.58406e-05 2.86042e-05 -6.37017e-05
187 1860 1015 -7.35794e-05 2.33032e-05 -5.45642e-05
188 1870 1014 -7.25407e-05 2.26816e-05 -4.68417e-05
189 1880 1013 -7.23899e-05 2.71456e-05 -3.99957e-05
190 1890 1012 -7.45186e-05 3.17212e-05 -3.1259e-05
191 1900 1011 -8.03264e-05 3.09282e-05 -1.94698e-05
192 1910 1010 -8.84477e-05 2.51758e-05 -4.72163e-06
193 1920 1009 -9.42161e-05 2.0121e-05 1.21144e-05
194 1930 1008 -9.45074e-05 2.04827e-05 2.81095e-05
195 1940 1007 -9.19519e-05 2.34875e-05 3.91519e-05
196 1950 1006 -9.14163e-05 2.06625e-05 4.30954e-05
197 1960 1005 -9.31386e-05 9.07857e-06 4.21722e-05
198 1970 1004 -9.2598e-05 -4.41366e-06 4.24759e-05
199 1980 1003 -8.76047e-05 -1.26605e-05 4.87322e-05
200 1990 1002 -8.26883e-05 -1.6385e-05 6.00668e-05
14000 200
1 0 1401 0.000664424 0.00069179 0.00077211
2 10 1400 0.000621526 0.000652235 0.000726998
3 20 1399 0.0005278 0.000565858 0.000629091
4 30 1398 0.00044396 0.000487816 0.000542409
5 40 1397 0.000393995 0.00043774 0.00048976
6 50 1396 0.00036256 0.000401465 0.000454941
7 60 1395 0.000329665 0.000363879 0.000419938
8 70 1394 0.000292383 0.0003247 0.000381367
9 80 1393 0.000258665 0.000290306 0.000342996
10 90 1392 0.000233477 0.000261927 0.000307305
11 100 1391 0.00021518 0.000235376 0.000275116
12 110 1390 0.000200321 0.000208531 0.000247477
13 120 1389 0.000186824 0.00018404 0.000225446
14 130 1388 0.000173462 0.000164635 0.000209952
15 140 1387 0.000159649 0.000149114 0.000200638
16 150 1386 0.000146471 0.000134001 0.000193815
17 160 1385 0.000137122 0.000117497 0.000184689
18 170 1384 0.000134587 0.000101074 0.000172133
19 180 1383 0.000138305 8.83582e-05 0.000157615
20 190 1382 0.00014419 8.24241e-05 0.000140696
21 200 1381 0.000148244 8.26364e-05 0.000121014
22 210 1380 0.000150086 8.39956e-05 0.000102223
23 220 1379 0.000152027 8.10271e-05 8.79655e-05
24 230 1378 0.00015452 7.29993e-05 7.72704e-05
25 240 1377 0.000155522 6.3963e-05 6.79524e-05
26 250 1376 0.000153822 5.76945e-05 6.06577e-05
27 260 1375 0.000150401 5.4126e-05 5.77619e-05
28 270 1374 0.000147211 5.09106e-05 5.98752e-05
29 280 1373 0.000145367 4.68742e-05 6.37753e-05
30 290 1372 0.000144549 4.18902e-05 6.4725e-05
31 300 1371 0.000144472 3.44205e-05 6.1572e-05
32 310 1370 0.000146306 2.2648e-05 5.75101e-05
33 320 1369 0.000151705 8.73515e-06 5.53644e-05
34 330 1368 0.000160489 -1.47902e-06 5.41682e-05
35 340 1367 0.000170298 -4.63562e-06 5.06067e-05
36 350 1366 0.000177591 -2.94093e-06 4.34611e-05
37 360 1365 0.000178669 -5.30359e-07 3.57158e-05
38 370 1364 0.000172874 4.55369e-07 3.14471e-05
39 380 1363 0.000164437 5.62219e-07 3.24277e-05
40 390 1362 0.000158917 1.53105e-06 3.8094e-05
41 400 1361 0.00015742 3.90204e-06 4.51052e-05
42 410 1360 0.000155665 6.1651e-06 4.84327e-05
43 420 1359 0.000149232 6.82002e-06 4.56014e-05
44 430 1358 0.000138044 6.63946e-06 3.85085e-05
45 440 1357 0.000125853 7.66789e-06 3.07541e-05
46 450 1356 0.000115563 1.13322e-05 2.37318e-05
47 460 1355 0.000106618 1.82868e-05 1.70253e-05
48 470 1354 9.81134e-05 2.81419e-05 1.14351e-05
49 480 1353 9.09926e-05 3.88023e-05 7.68619e-06
50 490 1352 8.55501e-05 4.78455e-05 3.5026e-06
51 500 1351 7.9164e-05 5.39028e-05 -3.53341e-06
52 510 1350 6.90219e-05 5.63731e-05 -1.05704e-05
53 520 1349 5.64855e-05 5.49641e-05 -1.15122e-05
54 530 1348 4.59e-05 5.11197e-05 -4.27522e-06
55 540 1347 3.83105e-05 4.91237e-05 7.64259e-06
56 550 1346 2.98319e-05 5.26264e-05 1.97715e-05
57 560 1345 1.76656e-05 6.01703e-05 2.97285e-05
58 570 1344 5.25053e-06 6.61361e-05 3.69756e-05
59 580 1343 -7.27263e-07 6.65243e-05 4.2308e-05
60 590 1342 2.43158e-06 6.28573e-05 4.70415e-05
61 600 1341 1.05423e-05 5.96142e-05 5.13388e-05
62 610 1340 1.70963e-05 5.91759e-05 5.35655e-05
63 620 1339 1.98868e-05 6.10381e-05 5.19781e-05
64 630 1338 2.17516e-05 6.44859e-05 4.64185e-05
65 640 1337 2.55933e-05 6.97377e-05 3.70902e-05
66 650 1336 3.16333e-05 7.71174e-05 2.39313e-05
67 660 1335 3.90974e-05 8.55269e-05 8.66902e-06
68 670 1334 4.75125e-05 9.19428e-05 -5.18613e-06
69 680 1333 5.63872e-05 9.39271e-05 -1.56253e-05
70 690 1332 6.49775e-05 9.20144e-05 -2.26051e-05
71 700 1331 7.15552e-05 8.84888e-05 -2.56817e-05
72 710 1330 7.39971e-05 8.4841e-05 -2.53316e-05
73 720 1329 7.27293e-05 8.07736e-05 -2.53219e-05
74 730 1328 7.25581e-05 7.53966e-05 -2.82078e-05
75 740 1327 7.80278e-05 6.91479e-05 -3.09249e-05
76 750 1326 8.79189e-05 6.4952e-05 -2.97167e-05
77 760 1325 9.64836e-05 6.62071e-05 -2.72304e-05
78 770 1324 9.99509e-05 7.25567e-05 -2.95138e-05
79 780 1323 9.93641e-05 7.91783e-05 -3.75373e-05
80 790 1322 9.73676e-05 8.21457e-05 -4.57713e-05
81 800 1321 9.42804e-05 8.33827e-05 -4.96195e-05
82 810 1320 8.76508e-05 8.7697e-05 -5.05386e-05
83 820 1319 7.55961e-05 9.54094e-05 -5.18235e-05
84 830 1318 5.9774e-05 0.000101702 -5.32775e-05
85 840 1317 4.46434e-05 0.000104423 -5.299e-05
86 850 1316 3.32533e-05 0.000107826 -5.11811e-05
87 860 1315 2.52097e-05 0.000115551 -4.93673e-05
88 870 1314 1.94155e-05 0.000123893 -4.76965e-05
89 880 1313 1.58228e-05 0.000125853 -4.41453e-05
90 890 1312 1.41403e-05 0.000119475 -3.71275e-05
91 900 1311 1.24957e-05 0.000109106 -2.88369e-05
92 910 1310 8.55825e-06 9.99247e-05 -2.3918e-05
93 920 1309 2.30931e-06 9.34327e-05 -2.42221e-05
94 930 1308 -4.48532e-06 8.75091e-05 -2.69744e-05
95 940 1307 -1.08847e-05 8.02408e-05 -2.92252e-05
96 950 1306 -1.70056e-05 7.31811e-05 -3.0961e-05
97 960 1305 -2.30492e-05 6.91197e-05 -3.24727e-05
98 970 1304 -2.87912e-05 6.7656e-05 -3.17422e-05
99 980 1303 -3.40169e-05 6.59847e-05 -2.6748e-05
100 990 1302 -3.9349e-05 6.38824e-05 -1.90827e-05
101 1000 1301 -4.58006e-05 6.44071e-05 -1.25532e-05
102 1010 1300 -5.21144e-05 6.86405e-05 -8.15968e-06
103 1020 1299 -5.52817e-05 7.30683e-05 -2.89421e-06
104 1030 1298 -5.49535e-05 7.28795e-05 5.4318e-06
105 1040 1297 -5.42799e-05 6.70827e-05 1.47492e-05
106 1050 1296 -5.59242e-05 5.97222e-05 2.20022e-05
107 1060 1295 -5.91893e-05 5.54961e-05 2.86735e-05
108 1070 1294 -6.22563e-05 5.48147e-05 3.93865e-05
109 1080 1293 -6.46049e-05 5.51793e-05 5.45439e-05
110 1090 1292 -6.55287e-05 5.60086e-05 6.75126e-05
111 1100 1291 -6.28821e-05 5.82629e-05 7.02303e-05
112 1110 1290 -5.59245e-05 6.02476e-05 6.14758e-05
113 1120 1289 -4.76802e-05 5.7859e-05 4.81711e-05
114 1130 1288 -4.18542e-05 4.94537e-05 3.80724e-05
115 1140 1287 -3.90045e-05 3.8141e-05 3.26233e-05
116 1150 1286 -3.69395e-05 2.89848e-05 2.85348e-05
117 1160 1285 -3.34919e-05 2.37732e-05 2.42984e-05
118 1170 1284 -2.9632e-05 1.90602e-05 2.16883e-05
119 1180 1283 -3.02531e-05 1.12598e-05 2.11321e-05
120 1190 1282 -3.97243e-05 1.57696e-06 2.04365e-05
121 1200 1281 -5.61748e-05 -6.12999e-06 1.88317e-05
122 1210 1280 -7.19756e-05 -9.59796e-06 1.86428e-05
123 1220 1279 -8.07672e-05 -9.42355e-06 2.20398e-05
124 1230 1278 -8.32212e-05 -8.3352e-06 2.72968e-05
125 1240 1277 -8.52584e-05 -9.2206e-06 3.02704e-05
126 1250 1276 -8.99918e-05 -1.20558e-05 2.88735e-05
127 1260 1275 -9.35167e-05 -1.36079e-05 2.34483e-05
128 1270 1274 -9.07969e-05 -1.12351e-05 1.54423e-05
129 1280 1273 -8.28201e-05 -5.27506e-06 7.54819e-06
130 1290 1272 -7.39614e-05 2.23538e-06 2.03871e-06
131 1300 1271 -6.52409e-05 9.6409e-06 -1.89463e-06
132 1310 1270 -5.54254e-05 1.57775e-05 -6.83898e-06
133 1320 1269 -4.65357e-05 1.91405e-05 -1.37474e-05
134 1330 1268 -4.18222e-05 1.79603e-05 -2.10563e-05
135 1340 1267 -4.03019e-05 1.21723e-05 -2.62152e-05
136 1350 1266 -3.84789e-05 5.48845e-06 -2.79476e-05
137 1360 1265 -3.58086e-05 3.15277e-06 -2.77332e-05
138 1370 1264 -3.5433e-05 5.9368e-06 -2.81821e-05
139 1380 1263 -3.9452e-05 8.67611e-06 -2.92924e-05
140 1390 1262 -4.5265e-05 6.85339e-06 -2.84944e-05
141 1400 1261 -4.88648e-05 2.05644e-06 -2.52792e-05
142 1410 1260 -5.08659e-05 -6.27504e-07 -2.28895e-05
143 1420 1259 -5.52659e-05 1.36943e-06 -2.34428e-05
144 1430 1258 -6.29465e-05 5.78445e-06 -2.4894e-05
145 1440 1257 -7.0066e-05 8.78461e-06 -2.49113e-05
146 1450 1256 -7.20456e-05 8.43236e-06 -2.4771e-05
147 1460 1255 -6.75543e-05 4.43675e-06 -2.7315e-05
148 1470 1254 -5.98206e-05 -2.18385e-06 -3.3147e-05
149 1480 1253 -5.36658e-05 -7.98258e-06 -4.01693e-05
150 1490 1252 -5.01204e-05 -8.41964e-06 -4.61593e-05
151 1500 1251 -4.60648e-05 -2.02507e-06 -5.02569e-05
152 1510 1250 -3.91084e-05 8.24319e-06 -5.27022e-05
153 1520 1249 -2.99811e-05 1.86504e-05 -5.49267e-05
154 1530 1248 -2.09433e-05 2.75549e-05 -5.84212e-05
155 1540 1247 -1.42722e-05 3.4767e-05 -6.30481e-05
156 1550 1246 -1.04575e-05 4.01739e-05 -6.68131e-05
157 1560 1245 -6.32487e-06 4.49959e-05 -6.70027e-05
158 1570 1244 2.17197e-06 5.23211e-05 -6.25441e-05
159 1580 1243 1.43715e-05 6.32509e-05 -5.58045e-05
160 1590 1242 2.48916e-05 7.4832e-05 -5.00997e-05
161 1600 1241 2.9178e-05 8.38302e-05 -4.64477e-05
162 1610 1240 2.73379e-05 8.94551e-05 -4.41506e-05
163 1620 1239 2.33831e-05 9.19262e-05 -4.26655e-05
164 1630 1238 2.11901e-05 9.21594e-05 -4.30814e-05
165 1640 1237 2.02046e-05 9.21323e-05 -4.72078e-05
166 1650 1236 1.71283e-05 9.29815e-05 -5.3668e-05
167 1660 1235 1.1158e-05 9.38114e-05 -5.75258e-05
168 1670 1234 3.4951e-06 9.34743e-05 -5.54812e-05
169 1680 1233 -7.32276e-06 9.1779e-05 -4.90748e-05
170 1690 1232 -2.42053e-05 8.88857e-05 -4.21467e-05
171 1700 1231 -4.49458e-05 8.46363e-05 -3.79929e-05
172 1710 1230 -6.14775e-05 7.91465e-05 -3.81335e-05
173 1720 1229 -6.79267e-05 7.35526e-05 -4.10944e-05
174 1730 1228 -6.72506e-05 6.87109e-05 -4.35691e-05
175 1740 1227 -6.75054e-05 6.44314e-05 -4.41632e-05
176 1750 1226 -7.28863e-05 6.05141e-05 -4.5127e-05
177 1760 1225 -8.027e-05 5.65022e-05 -4.90953e-05
178 1770 1224 -8.28535e-05 5.18472e-05 -5.4657e-05
179 1780 1223 -7.769e-05 4.77226e-05 -5.74483e-05
180 1790 1222 -6.99499e-05 4.63987e-05 -5.53534e-05
181 1800 1221 -6.83984e-05 4.79926e-05 -5.07205e-05
182 1810 1220 -7.53035e-05 4.94903e-05 -4.737e-05
183 1820 1219 -8.26547e-05 4.81327e-05 -4.70448e-05
184 1830 1218 -8.10067e-05 4.45701e-05 -4.80382e-05
185 1840 1217 -7.01299e-05 4.08905e-05 -4.59578e-05
186 1850 1216 -5.81349e-05 3.75209e-05 -3.82016e-05
187 1860 1215 -5.16057e-05 3.45468e-05 -2.78186e-05
188 1870 1214 -5.07586e-05 3.44606e-05 -1.99698e-05
189 1880 1213 -5.31896e-05 3.88376e-05 -1.51042e-05
190 1890 1212 -5.7788e-05 4.38363e-05 -9.57962e-06
191 1900 1211 -6.41971e-05 4.38177e-05 -1.03033e-06
192 1910 1210 -7.05677e-05 3.83893e-05 1.0027e-05
